name,address,telephone_number,type,opening_hours,closing_hours
TAN-TEOH CLINIC & SURGERY (ANG MO KIO BRANCH),"302 ANG MO KIO AVE 3 #01-1846, SINGAPORE
560302",64520818,G,8:00:00 am,8:00:00 pm
TC FAMILY CLINIC PTE LTD,"526 JURONG WEST ST 52 #01-325, SINGAPORE
640526",65666687,G,8:00:00 am,8:00:00 pm
TEMASEK MEDICAL CLINIC,"86 BEDOK NORTH ST 4 #01-177, SINGAPORE
460086",64430949,G,8:00:00 am,8:00:00 pm
TEXTILE CENTRE CLINIC,"200 JLN SULTAN #01-31A TEXTILE CENTRE, SINGAPORE 199018",62982400,G,8:00:00 am,8:00:00 pm
THOMAS CLINIC & SURGERY,"61 TELOK BLANGAH HEIGHTS #01-97, SINGAPORE
100061",62704354,G,8:00:00 am,8:00:00 pm
TRINITY MEDICAL (SHENTON),"144 ROBINSON ROAD #08-02 ROBINSON SQUARE,
SINGAPORE 068908",62279918,G,8:00:00 am,8:00:00 pm
UNITED HEALTH FAMILY CLINIC & SURGERY,"627 YISHUN STREET 61 #01-63, SINGAPORE
760627",62571182,G,8:00:00 am,8:00:00 pm
VERNON CLINIC & SURGERY,"100 JALAN SULTAN #02-25/26 SULTAN PLAZA, SINGAPORE 199001",62940244,G,8:00:00 am,8:00:00 pm
VICTORIA MEDICAL HOUSE,"888 WOODLANDS DRIVE 50 #02-739 888 PLAZA,
SINGAPORE 730888",63647551,G,8:00:00 am,8:00:00 pm
W P SIM FAMILY CLINIC & SURGERY,"153 SERANGOON NORTH AVE 1 #01-548,
SINGAPORE 550153",62889924,G,8:00:00 am,8:00:00 pm
W. H. YAK FAMILY CLINIC,"25 NEW UPPER CHANGI RD #01-644, SINGAPORE
462025",64431561,G,8:00:00 am,8:00:00 pm
WELL FAMILY CLINIC & SURGERY,"555 ANG MO KIO AVENUE 10 #01-1948,
SINGAPORE 560555",64549519,G,8:00:00 am,8:00:00 pm
WOODLANDS CLINIC,"131 MARSILING RISE #01-204, SINGAPORE 730131",62696681,G,8:00:00 am,8:00:00 pm
YIM CLINIC,"11A BOON TIONG ROAD #02-03, SINGAPORE
161011",62707587,G,8:00:00 am,8:00:00 pm
1 MEDICAL TECK GHEE,"410 ANG MO KIO AVENUE 10 #01-837 TECK GHEE
SQUARE, SINGAPORE 560410",62517030,G,8:00:00 am,8:00:00 pm
1DOC MEDICAL CENTRE (BEDOK),"11 BEDOK NORTH STREET 1 #01-12 HEARTBEAT @ BEDOK, SINGAPORE 469662",64631795,G,8:00:00 am,8:00:00 pm
1DOC REDHILL FAMILY CLINIC,"116 BT MERAH VIEW #01-235, SINGAPORE
151116",65189462,G,8:00:00 am,8:00:00 pm
AIA ALEXANDRA CLINIC,"371 ALEXANDRA ROAD #01-04 AIA ALEXANDRA,
SINGAPORE 159963",62742114,G,8:00:00 am,8:00:00 pm
BEDOK LIFE CLINIC,"123 BEDOK NORTH ST 2 #01-160, SINGAPORE
460123",64431398,G,8:00:00 am,8:00:00 pm
BRADDELL MEDICAL CLINIC,"124 LORONG 1 TOA PAYOH #01-489, SINGAPORE
310124",62536288,G,8:00:00 am,8:00:00 pm
CALROSE MEDICAL FAMILY CLINIC,"231A SUMANG LANE #01-05 MATILDA COURT, SINGAPORE 821231",69571750,G,8:00:00 am,8:00:00 pm
CARELITE MEDICAL CLINIC,"18 BEDOK SOUTH ROAD #01-67, SINGAPORE
460018",62612410,G,8:00:00 am,8:00:00 pm
CENTRAL 24-HR CLINIC (BEDOK),"219 BEDOK CENTRAL #01-124 MULTI STOREY CAR PARK, SINGAPORE 460219",62476122,G,8:00:00 am,8:00:00 pm
CENTRAL 24-HR CLINIC (HOUGANG),"681 HOUGANG AVE 8 #01-829, SINGAPORE
530681",63876965,G,8:00:00 am,8:00:00 pm
CENTRAL 24-HR CLINIC (PASIR RIS),"446 PASIR RIS DRIVE 6 #01-122, SINGAPORE
510446",65822640,G,8:00:00 am,8:00:00 pm
CENTRAL 24-HR CLINIC (TAMPINES),"201D TAMPINES STREET 21 #01-1151,
SINGAPORE 524201",69687001,G,8:00:00 am,8:00:00 pm
CITYGP FAMILY CLINIC,"122 BEDOK NORTH STREET 2 #01-106,
SINGAPORE 460122",62414702,G,8:00:00 am,8:00:00 pm
COMPASSVALE 297A MEDICAL CLINIC,"297A COMPASSVALE ST #01-36, SINGAPORE
541297",65473592,G,8:00:00 am,8:00:00 pm
DISTINCT CLINIC TANAH MERAH BRANCH,"3 BEDOK SOUTH AVENUE 3 #B1-02 GRANDEUR PARK RESIDENCES, SINGAPORE 465462",60150791,G,8:00:00 am,8:00:00 pm
DR CHEN AND PARTNERS MEDICAL CLINIC,"9 SIN MING ROAD #B1-01 THOMSON V ONE, SINGAPORE 575630",,G,8:00:00 am,8:00:00 pm
EC FAMILY CLINIC,"8 EUNOS CRESCENT #01-2667, SINGAPORE
400008",67426103,G,8:00:00 am,8:00:00 pm
EDGEDALE MEDICAL CLINIC,"122A EDGEDALE PLAINS #01-187, SINGAPORE
821122",66352272,G,8:00:00 am,8:00:00 pm
EDGEDALE MEDICAL CLINIC (CAMBRIDGE),"40 CAMBRIDGE ROAD #01-115, SINGAPORE
210040",62921088,G,8:00:00 am,8:00:00 pm
EDGEDALE MEDICAL CLINIC (TAMPINES),"614 TAMPINES NORTH DRIVE 1 #01-01,
SINGAPORE 520614",69800440,G,8:00:00 am,8:00:00 pm
EH MEDICAL FAMILY CLINIC (BEDOK SOUTH),"152A BEDOK SOUTH ROAD #01-05, SINGAPORE
461152",63224226,G,8:00:00 am,8:00:00 pm
EMMANUEL MEDICAL CLINIC,"272 TAMPINES ST 22 #01-26, SINGAPORE 520272",67810810,G,8:00:00 am,8:00:00 pm
ETERN MEDICAL CLINIC,"70 PUNGGOL CENTRAL #01-05 PUNGGOL MRT
STATION, SINGAPORE 828868",64259935,G,8:00:00 am,8:00:00 pm
ETERN MEDICAL CLINIC (FERNVALE PALM),"432A SENGKANG WEST WAY #01-03, SINGAPORE
791432",66047224,G,8:00:00 am,8:00:00 pm
ETERN MEDICAL CLINIC (PUNGGOL SUMANG LRT),"308C PUNGGOL WALK #01-302 WATERWAY TERRACES I, SINGAPORE 823308",62467288,G,8:00:00 am,8:00:00 pm
ETERN MEDICAL CLINIC (SENGKANG),"33 SENGKANG WEST AVENUE #03-33 THE SELETAR MALL, SINGAPORE 797653",64257255,G,8:00:00 am,8:00:00 pm
FAITH CLINIC (BEDOK),"746 BEDOK RESERVOIR ROAD #01-3013,
SINGAPORE 470746",67020820,G,8:00:00 am,8:00:00 pm
FAITH CLINIC (SIMEI),"139 SIMEI ST 1 #01-10, SINGAPORE 520139",67884303,G,8:00:00 am,8:00:00 pm
FAITH FAMILY CLINIC,"57 MARINE TERRACE #01-113, SINGAPORE
440057",64466326,G,8:00:00 am,8:00:00 pm
FAITH HEALTHCARE (RIVERVALE),"11 RIVERVALE CRESCENT #02-15 RIVERVALE
MALL, SINGAPORE 545082",63157879,G,8:00:00 am,8:00:00 pm
FAITH HEALTHCARE (TAMPINES),"11 TAMPINES STREET 32 #01-11 TAMPINES
MART, SINGAPORE 529287",64433843,G,8:00:00 am,8:00:00 pm
FAITH MEDICAL CLINIC & SURGERY,"487C TAMPINES ST 45 #B1-103, SINGAPORE
522487",67881061,G,8:00:00 am,8:00:00 pm
FERNVALE FAMILY CLINIC,"405C FERNVALE LANE #01-101, SINGAPORE
793405",68756182,G,8:00:00 am,8:00:00 pm
FULLERTON HEALTH @ 78 SHENTON WAY,"78 SHENTON WAY #04-01, SINGAPORE 079120",63333636,G,8:00:00 am,8:00:00 pm
FULLERTON HEALTH @ DRS TRYTHALL HOY DAVIES,"391B ORCHARD ROAD #25-01 NGEE ANN CITY TOWER B, SINGAPORE 238874",63333636,G,8:00:00 am,8:00:00 pm
FULLERTON HEALTH @ OFC,"10 COLLYER QUAY #03-08/09 OCEAN FINANCIAL CENTRE, SINGAPORE 049315",63333636,G,8:00:00 am,8:00:00 pm
FULLERTON HEALTH @ UBS,"9 PENANG ROAD #03-00 PARK MALL, SINGAPORE
238459",64952063,G,8:00:00 am,8:00:00 pm
FULLERTON HEALTH HUB @ PASIR RIS,"7 PASIR RIS CENTRAL #02-44, SINGAPORE 519612",63333636,G,8:00:00 am,8:00:00 pm
FULLERTON HEALTHCARE @ OFS,"81 PASIR RIS HEIGHTS #A01-03 OVERSEAS FAMILY SCHOOL, SINGAPORE 519292",67380211,G,8:00:00 am,8:00:00 pm
FULLERTON HEALTHCARE SCREENING CENTRE,"391B ORCHARD ROAD #26-02 NGEE ANN CITY TOWER B, SINGAPORE 238874",63333636,G,8:00:00 am,8:00:00 pm
GREEN CROSS MEDICAL CENTRE,"824 TAMPINES ST 81 #01-30, SINGAPORE 520824",67813011,G,8:00:00 am,8:00:00 pm
HEALTHWAY MEDICAL,"139 TAMPINES STREET 11 #01-16, SINGAPORE
521139",67812281,G,8:00:00 am,8:00:00 pm
HEARTLANDHEALTH,"18 BEDOK SOUTH ROAD #01-69, SINGAPORE
460018",62418812,G,8:00:00 am,8:00:00 pm
HEARTLANDHEALTH,"730 TAMPINES STREET 71 #01-51 TAMPINES
COURTVIEW, SINGAPORE 520730",65887833,G,8:00:00 am,8:00:00 pm
HEARTLANDHEALTH,"201E TAMPINES STREET 23 #01-90, SINGAPORE
527201",88938281,G,8:00:00 am,8:00:00 pm
HEARTLANDHEALTH,"66 LORONG 4 TOA PAYOH #01-315 TOA PAYOH
VISTA, SINGAPORE 310066",62528223,G,8:00:00 am,8:00:00 pm
HEARTLANDHEALTH,"88 CIRCUIT ROAD #01-965 MACPHERSON OASIS,
SINGAPORE 370088",65478840,G,8:00:00 am,8:00:00 pm
HEARTLANDHEALTH,"19 LORONG 7 TOA PAYOH #01-272 KIM KEAT
PALM, SINGAPORE 310019",62523858,G,8:00:00 am,8:00:00 pm
HEARTLANDHEALTH,"59 NEW UPPER CHANGI ROAD #01-1276,
SINGAPORE 461059",64453100,G,8:00:00 am,8:00:00 pm
HEARTLANDHEALTH,"418 BEDOK NORTH AVENUE 2 #01-85,
SINGAPORE 460418",88938281,G,8:00:00 am,8:00:00 pm
HEARTLANDHEALTH,"86 REDHILL CLOSE #01-600, SINGAPORE 150086",68733165,G,8:00:00 am,8:00:00 pm
HEARTLANDHEALTH,"77 TELOK BLANGAH DRIVE #01-244, SINGAPORE
100077",69708422,G,8:00:00 am,8:00:00 pm
HEARTLANDHEALTH,"87 WHAMPOA DRIVE #01-869, SINGAPORE
320087",62521070,G,8:00:00 am,8:00:00 pm
HMI MEDICAL CENTRE,"12 FARRER PARK STATION ROAD #01-05,
SINGAPORE 217565",63226333,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC BEO CRESCENT,"40 BEO CRESCENT #01-02 THE BEO CRESCENT, SINGAPORE 160040",62750269,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC FERNVALE,"417 FERNVALE LINK #01-10 MULTI STOREY CAR PARK, SINGAPORE 790417",69709302,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC LOYANG,"258 PASIR RIS STREET 21 #02-14 LOYANG POINT,
SINGAPORE 510258",63857435,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC PUNGGOL PLAZA,"168 PUNGGOL FIELD #02-09A PUNGGOL PLAZA, SINGAPORE 820168",69043511,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC PUNGGOL SUMANG,"218 SUMANG WALK #01-05, SINGAPORE 820218",65133092,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC RAFFLES PLACE,"1 RAFFLES PLACE #05-15 ONE RAFFLES PLACE, SINGAPORE 048616",65322692,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC TAMPINES,"827 TAMPINES STREET 81 #01-142 TAMPINES
GROVE, SINGAPORE 520827",64435938,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC TAMPINES MRT,"20 TAMPINES CENTRAL 1 #01-27 TAMPINES MRT
STATION, SINGAPORE 529538",67853702,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC TIONG BAHRU,"11A BOON TIONG ROAD #01-08 TIONG BAHRU VIEW, SINGAPORE 161011",63582568,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC UBI,"302 UBI AVENUE 1 #01-13, SINGAPORE 400302",65141708,G,8:00:00 am,8:00:00 pm
HMI ONECARE CLINIC YISHUN,"431 YISHUN AVENUE 1 #01-04 VISTA SPRING @
YISHUN, SINGAPORE 760431",63342373,G,8:00:00 am,8:00:00 pm
ICARE MEDICAL CENTRE,"733 HAVELOCK ROAD #01-01, SINGAPORE 169651",62527808,G,8:00:00 am,8:00:00 pm
INTEMEDICAL TAMPINES,"201E TAMPINES STREET 23 #01-96, SINGAPORE
527201",62233803,G,8:00:00 am,8:00:00 pm
K. B. TAN CLINIC & LASER SURGERY,"625 ELIAS RD #01-310 ELIAS MALL, SINGAPORE
510625",65839091,G,8:00:00 am,8:00:00 pm
KAI MEDICAL CLINIC,"5 TAMPINES STREET 32 #02-05 TAMPINES MART,
SINGAPORE 529284",67891112,G,8:00:00 am,8:00:00 pm
KAO & TAN FAMILY MEDICAL CENTRE & SURGERY,"18 JALAN MEMBINA #02-03 TIONG BAHRU
COURT, SINGAPORE 164018",62727880,G,8:00:00 am,8:00:00 pm
KHO CLINIC,"537 BEDOK NORTH ST 3 #01-519, SINGAPORE
460537",62428266,G,8:00:00 am,8:00:00 pm
KINGSWAY MEDICAL CLINIC,"455 SENGKANG WEST AVENUE #01-05,
SINGAPORE 790455",69170055,G,8:00:00 am,8:00:00 pm
LIFELINE MEDICAL GROUP,"118 RIVERVALE DRIVE #02-18 RIVERVALE PLAZA,
SINGAPORE 540118",68812392,G,8:00:00 am,8:00:00 pm
LUSUMU FAMILY CLINIC,"530 BEDOK NORTH ST 3 #01-638, SINGAPORE
460530",64459910,G,8:00:00 am,8:00:00 pm
MEDI HEALTHCARE CLINIC (PUNGGOL),"218 SUMANG WALK #01-02, SINGAPORE 820218",64448748,G,8:00:00 am,8:00:00 pm
MEDICARE ASSOCIATES,"482 TAMPINES AVE 9 ST 43 #01-236, SINGAPORE
520482",67880137,G,8:00:00 am,8:00:00 pm
MEDILINE WEI MIN CLINIC,"81 MARINE PARADE CENTRAL #01-634,
SINGAPORE 440081",62479221,G,8:00:00 am,8:00:00 pm
MEDIVENE CLINIC & SURGERY,"330 ANCHORVALE STREET #01-05, SINGAPORE
540330",63850441,G,8:00:00 am,8:00:00 pm
MEDLIFE CLINIC & SURGERY,"684 HOUGANG AVENUE 8 #01-985, SINGAPORE
530684",63850836,G,8:00:00 am,8:00:00 pm
MHC MEDICAL CENTRE,"100 TRAS STREET #14-01 100AM, SINGAPORE
079027",62255220,G,8:00:00 am,8:00:00 pm
MY FAMILY CLINIC (ANCHORVALE),"326A ANCHORVALE ROAD #01-260, SINGAPORE
541326",67023963,G,8:00:00 am,8:00:00 pm
MY FAMILY CLINIC (ST GEORGE),"2 ST. GEORGE'S ROAD, SINGAPORE 328023",62922128,G,8:00:00 am,8:00:00 pm
NORTHSHORE FAMILY CLINIC,"421C NORTHSHORE DRIVE #01-04, SINGAPORE
823421",65183176,G,8:00:00 am,8:00:00 pm
NORTHSHORE FAMILY CLINIC (PUNGGOL POINT),"432B NORTHSHORE DRIVE #01-03, SINGAPORE
822432",65135620,G,8:00:00 am,8:00:00 pm
PACIFIC FAMILY CLINIC,"75D REDHILL ROAD #01-116, SINGAPORE 154075",64740343,G,8:00:00 am,8:00:00 pm
PANHEALTH FAMILY CLINIC,"312B SUMANG LINK #01-03, SINGAPORE 822312",69660595,G,8:00:00 am,8:00:00 pm
PHOENIX MEDICAL GROUP,"1 SELETAR ROAD #02-11 GREENWICH V,
SINGAPORE 807011",65553512,G,8:00:00 am,8:00:00 pm
PHOENIX MEDICAL GROUP ( NOVENA ),"275 THOMSON ROAD #01-05 NOVENA REGENCY,
SINGAPORE 307645",62543862,G,8:00:00 am,8:00:00 pm
PHOENIX MEDICAL GROUP (HILLVIEW),"4 HILLVIEW RISE #02-20 HILLV2, SINGAPORE
667979",67107151,G,8:00:00 am,8:00:00 pm
PHOENIX MEDICAL GROUP (PAYA LEBAR),"60 PAYA LEBAR ROAD #02-09 PAYA LEBAR SQUARE, SINGAPORE 409051",67022940,G,8:00:00 am,8:00:00 pm
PHOENIX MEDICAL GROUP (REDHILL),"75D REDHILL ROAD #01-112 REDHILL RISE, SINGAPORE 154075",96548285,G,8:00:00 am,8:00:00 pm
PHOON CLINIC AND SURGERY,"632 BEDOK RESERVOIR RD #01-828, SINGAPORE
470632",64452119,G,8:00:00 am,8:00:00 pm
PRECIOUS MEDICAL CENTRE,"290 ORCHARD ROAD #12-01 THE PARAGON,
SINGAPORE 238859",67088000,G,8:00:00 am,8:00:00 pm
PROHEALTH MEDICAL GROUP @BUANGKOK,"275D COMPASSVALE LINK #01-1(12), SINGAPORE
544275",64818066,G,8:00:00 am,8:00:00 pm
PROHEALTH MEDICAL GROUP @FERNVALE,"33 SENGKANG WEST AVENUE #B1-18 THE SELETAR MALL, SINGAPORE 797653",68864780,G,8:00:00 am,8:00:00 pm
PROHEALTH MEDICAL GROUP @LRT FERNVALE,"437 FERNVALE ROAD #01-04 FERNVALE GROVE,
SINGAPORE 790437",64411672,G,8:00:00 am,8:00:00 pm
PROHEALTH MEDICAL GROUP @PUNGGOL DAMAI,"612 PUNGGOL DRIVE #01-05 DAMAI GROVE,
SINGAPORE 820612",65091580,G,8:00:00 am,8:00:00 pm
PROHEALTH MEDICAL GROUP @PUNGGOL SPECTRA,"622D PUNGGOL CENTRAL #01-02, SINGAPORE
824622",65091581,G,8:00:00 am,8:00:00 pm
PROHEALTH MEDICAL GROUP @TAMPINES,"610 TAMPINES NORTH DRIVE 1 #01-03 TAMPINES
GREENWEAVE, SINGAPORE 520610",69707114,G,8:00:00 am,8:00:00 pm
PUNGGOL RIPPLES FAMILY CLINIC,"211D PUNGGOL WALK #01-667, SINGAPORE
824211",65383707,G,8:00:00 am,8:00:00 pm
Q & M MEDICAL & AESTHETIC CLINIC (TAMPINES CENTRAL) PTE. LTD.,"10 TAMPINES CENTRAL 1 #04-18/19 TAMPINES
ONE, SINGAPORE 529536",67813323,G,8:00:00 am,8:00:00 pm
Q & M MEDICAL CLINIC (BUANGKOK MRT) PTE. LTD.,"10 SENGKANG CENTRAL #01-02 BUANGKOK MRT
STATION, SINGAPORE 545061",62429133,G,8:00:00 am,8:00:00 pm
RCMC RIVERVALE CRESCENT MEDICAL CENTRE,"182A RIVERVALE CRESCENT #01-04, SINGAPORE
541182",68860772,G,8:00:00 am,8:00:00 pm
REDWOOD CLINIC AND SURGERY PTE LTD,"920 TIONG BAHRU ROAD #01-07 REDHILL MRT STATION, SINGAPORE 158792",62512193,G,8:00:00 am,8:00:00 pm
RESERVOIR ROAD CLINIC & SURGERY,"704 BEDOK RESERVOIR ROAD #01-3622,
SINGAPORE 470704",64490289,G,8:00:00 am,8:00:00 pm
ROCHOR CENTRE CLINIC,"175 BENCOOLEN STREET #01-20 BURLINGTON
SQUARE, SINGAPORE 189649",62928327,G,8:00:00 am,8:00:00 pm
S. T. MEDICAL CLINIC,"531 BEDOK NORTH ST. 3 #01-694, SINGAPORE
460531",64440159,G,8:00:00 am,8:00:00 pm
SATA COMMHEALTH COMMUNITY CLINIC,"2 BEACH ROAD #01-4777, SINGAPORE 190002",62446688,G,8:00:00 am,8:00:00 pm
SATA COMMHEALTH COMMUNITY HUB,"447B JALAN KAYU #01-01 FERNVALE LODGE, SINGAPORE 792447",62446688,G,8:00:00 am,8:00:00 pm
SATA COMMHEALTH MEDICAL CENTRE,"351 CHAI CHEE STREET, SINGAPORE 468982",62446688,G,8:00:00 am,8:00:00 pm
SATA COMMHEALTH MEDICAL CENTRE,"5 TAMPINES CENTRAL 6 #01-01A TELEPARK,
SINGAPORE 529482",62446688,G,8:00:00 am,8:00:00 pm
SIA ALH CLINIC (FOR EMPLOYEE ONLY),"25 AIRLINE ROAD AIRLINE HOUSE, SINGAPORE
819829",65414705,G,8:00:00 am,8:00:00 pm
SIA TRAINING CENTRE CLINIC (FOR EMPLOYEE ONLY),"720 UPPER CHANGI ROAD EAST, SINGAPORE
486852",65403791,G,8:00:00 am,8:00:00 pm
SM HANEEFA CLINIC,"11 CHAI CHEE ROAD #01-23, SINGAPORE 460011",62434237,G,8:00:00 am,8:00:00 pm
SPEEDOC,"8 KAKI BUKIT AVENUE 1 #04-06, SINGAPORE
417941",69097799,G,8:00:00 am,8:00:00 pm
STANDARD CLINIC & SURGERY,"261 PUNGGOL WAY #01-05 MULTI STOREY CAR PARK, SINGAPORE 820261",64441950,G,8:00:00 am,8:00:00 pm
STREET 21 CLINIC TAMPINES PTE. LTD.,"201B TAMPINES ST 21 #02-1097, SINGAPORE
522201",67857888,G,8:00:00 am,8:00:00 pm
SUNBEAM MEDICAL CLINIC,"318B ANCHORVALE LINK #01-257 ANCHORVALE GARDENS, SINGAPORE 542318",68023642,G,8:00:00 am,8:00:00 pm
TAMPINES MEDILIFE CLINIC,"801 TAMPINES AVE 4 #01-263, SINGAPORE
520801",67825142,G,8:00:00 am,8:00:00 pm
THE ICLINIC,"18 JALAN MEMBINA #02-07A, SINGAPORE 164018",96704825,G,8:00:00 am,8:00:00 pm
THE OLIVE TREE FAMILY CLINIC & SURGERY PTE. LTD.,"303 ANCHORVALE LINK #01-02, SINGAPORE
540303",63888697,G,8:00:00 am,8:00:00 pm
TRINITY MEDICAL (PUNGGOL),"273C PUNGGOL PLACE #01-874, SINGAPORE
823273",66948238,G,8:00:00 am,8:00:00 pm
UNIQ MEDICAL CLINIC,"933 UPPER CHANGI ROAD NORTH #02-02
LIV@CHANGI, SINGAPORE 506785",97713608,G,8:00:00 am,8:00:00 pm
1 BISHAN MEDICAL,"283 BISHAN STREET 22 #01-191, SINGAPORE
570283",64561600,G,8:00:00 am,8:00:00 pm
1 TOA PAYOH MEDICAL,"4 LORONG 7 TOA PAYOH #01-115 TOA PAYOH
COURT, SINGAPORE 310004",62512256,G,8:00:00 am,8:00:00 pm
ACMS MEDICAL CLINIC,"1 GRANGE ROAD #06-06 ORCHARD BUILDING,
SINGAPORE 239693",62625052,G,8:00:00 am,8:00:00 pm
ALAMI CLINIC BY DR FARHAN,"398 CHANGI ROAD #01-02 THE LENOX,
SINGAPORE 419845",69938100,G,8:00:00 am,8:00:00 pm
ARCADIA CLINIC,"2 PANDAN VALLEY #01-211, SINGAPORE 597626",64695122,G,8:00:00 am,8:00:00 pm
AR-RAUDHAH MEDICAL CLINIC AND SURGERY PTE LTD,"372 BUKIT BATOK STREET 31 #01-386,
SINGAPORE 650372",65677458,G,8:00:00 am,8:00:00 pm
ASPEN CLINIC,"283 BISHAN STREET 22 #01-185, SINGAPORE
570283",64553829,G,8:00:00 am,8:00:00 pm
BALKIS FAMILY CLINIC,"631 BEDOK RESERVOIR RD #01-968, SINGAPORE
470631",64454711,G,8:00:00 am,8:00:00 pm
BANYAN CLINIC @ JW,"502 JURONG WEST AVENUE 1 #01-817,
SINGAPORE 640502",68991161,G,8:00:00 am,8:00:00 pm
BANYAN CLINIC PTE LTD.,"768 WOODLANDS AVENUE 6 #02-04 WOODLANDS MART, SINGAPORE 730768",63652001,G,8:00:00 am,8:00:00 pm
BEST MED FAMILY CLINIC AND HOME CARE,"126 CANBERRA STREET #01-04 MULTI STOREY CAR PARK, SINGAPORE 750126",65184268,G,8:00:00 am,8:00:00 pm
BOK FAMILY CLINIC PTE LTD,"117 BEDOK RESERVOIR ROAD #01-58, SINGAPORE
470117",67478200,G,8:00:00 am,8:00:00 pm
BRIDGEPOINT HEALTH,"39 JALAN TIGA #01-02 PINE GREEN, SINGAPORE
390039",62413298,G,8:00:00 am,8:00:00 pm
BRIDGEPOINT HEALTH,"7 ERSKINE ROAD, SINGAPORE 069320",97717967,G,8:00:00 am,8:00:00 pm
BRIDGEPOINT HEALTH,"1 EVERTON PARK #01-41, SINGAPORE 081001",62262066,G,8:00:00 am,8:00:00 pm
BRIDGEPOINT HEALTH,"111 JALAN BUKIT MERAH #01-1682 TIONG BAHRU ORCHID, SINGAPORE 160111",62702233,G,8:00:00 am,8:00:00 pm
BRIDGEPOINT HEALTH,"30 WOODLANDS AVENUE 1 #02-05A THE
WOODGROVE, SINGAPORE 739065",63668831,G,8:00:00 am,8:00:00 pm
BRIDGEPOINT HEALTH,"12 JALAN LEBAN SEMBAWANG HILLS ESTATE, SINGAPORE 577552",64563200,G,8:00:00 am,8:00:00 pm
BRIDGEPOINT HEALTH,"916 SIMS AVENUE #B1-74 PARC ESTA, SINGAPORE 408974",65315058,G,8:00:00 am,8:00:00 pm
CAMRY MEDICAL CENTRE,"95 TOA PAYOH LORONG 4 #01-66, SINGAPORE
310095",62580553,G,8:00:00 am,8:00:00 pm
CHANG CLINIC & SURGERY,"7 EVERTON PARK #01-21, SINGAPORE 080007",62216955,G,8:00:00 am,8:00:00 pm
CHARIS CLINIC & SURGERY,"164 TAMPINES ST 12 #01-295, SINGAPORE 521164",67822332,G,8:00:00 am,8:00:00 pm
CHIRON MEDICAL CLINIC,"3 ST. GEORGE'S ROAD #01-95 ST GEORGE'S WEST GARDENS, SINGAPORE 320003",62914963,G,8:00:00 am,8:00:00 pm
CHONG'S MEDICAL CENTRE,"190 CLEMENCEAU AVE #01-29/30 SINGAPORE SHOPPING CENTRE, SINGAPORE 239924",63383297,G,8:00:00 am,8:00:00 pm
DA CLINIC @ ANCHORVALE,"351 ANCHORVALE ROAD #01-01, SINGAPORE
540351",31650144,G,8:00:00 am,8:00:00 pm
DA CLINIC @ ANG MO KIO,"525 ANG MO KIO AVENUE 10 #01-2407 CHENG SAN CENTRE, SINGAPORE 560525",31650147,G,8:00:00 am,8:00:00 pm
DA CLINIC @ BUKIT BATOK,"451 BUKIT BATOK WEST AVENUE 6 #01-02,
SINGAPORE 650451",31650143,G,8:00:00 am,8:00:00 pm
DA CLINIC @ POTONG PASIR,"51 UPPER SERANGOON ROAD #01-53 THE POIZ CENTRE, SINGAPORE 347697",31650139,G,8:00:00 am,8:00:00 pm
DA CLINIC @ SIMEI,"248 SIMEI STREET 3 #01-128 MULTI STOREY CAR
PARK, SINGAPORE 520248",31650146,G,8:00:00 am,8:00:00 pm
DA CLINIC @ TAMAN JURONG,"140 CORPORATION DRIVE #01-03 MULTI STOREY CAR PARK, SINGAPORE 610140",31650145,G,8:00:00 am,8:00:00 pm
DR.DEEPAN'S MEDICAL CLINIC,"303 JURONG EAST STREET 32 #01-90, SINGAPORE
600303",62540411,G,8:00:00 am,8:00:00 pm
DR+ MEDICAL & PAINCARE UPPER THOMSON,"200 UPPER THOMSON ROAD #01-11 THOMSON IMPERIAL COURT, SINGAPORE 574424",62502692,G,8:00:00 am,8:00:00 pm
"DRS OH, LIM, WONG & PARTNERS","959 JURONG WEST ST 92 #01-154, SINGAPORE
640959",67913988,G,8:00:00 am,8:00:00 pm
EVERCARE MEDICAL CLINIC,"253 CHOA CHU KANG AVE 1 #01-14A, SINGAPORE
680253",67699655,G,8:00:00 am,8:00:00 pm
FAMILYCARE CLINIC & SURGERY,"85C TOA PAYOH LOR 4 #01-380, SINGAPORE
313085",62509033,G,8:00:00 am,8:00:00 pm
FAMILYGP MEDICAL CLINIC,"11 PASIR RIS LINK #01-49 SEASTRAND
CONDOMINIUM, SINGAPORE 518180",62878755,G,8:00:00 am,8:00:00 pm
GARDEN CLINIC,"304 SERANGOON AVE 2 #01-04, SINGAPORE
550304",63821878,G,8:00:00 am,8:00:00 pm
